Year,Make,Model,Used/New,Price
2018,Toyota,Highlander XLE,Used,37490
2017,INFINITI,QX80 Base,Used,34500
2020,Kia,Sportage LX,Used,21300
2019,Mercedes-Benz,AMG C 43 Base 4MATIC,Used,49991
2016,Lexus,RX 350 F Sport,Used,34998
2021,BMW,X5 M Base,BMW Certified,107489
2017,Buick,Enclave Premium,Used,28503
2019,Toyota,RAV4 LE,Toyota Certified,33799
2021,Kia,Telluride EX,Used,50250
2015,MINI,Countryman Cooper S ALL4,Used,17450
2020,Chevrolet,Equinox 1LT,Chevrolet Certified,28971
2019,Toyota,Highlander XLE,Used,42998
2020,Jeep,Grand Cherokee Limited,Used,35750
2018,Nissan,Murano Platinum,Used,31999
2021,Dodge,Challenger R/T,Used,54755
2015,Lexus,GS 350 Base,Used,29995
2020,Ford,F-150 XLT,Used,43733
2021,Ford,F-150 Lariat,Used,69594
2021,RAM,1500 Laramie,Used,49490
2019,Chevrolet,Equinox 2LT,Chevrolet Certified,25250
2020,Volvo,XC60 T5 Momentum,Used,42990
2020,Alfa,Romeo Stelvio Base,Alfa Romeo Certified,37995
2020,Jeep,Grand Cherokee Limited,Used,32888
2016,GMC,Acadia SLE-2,Used,21797
2019,Audi,A4 2.0T Premium Plus,Used,32999
2020,Ford,F-150 Lariat,Used,44990
2020,Nissan,Rogue SV,Used,27500
2021,Subaru,Outback Premium,Subaru Certified,32698
2015,Dodge,Durango Limited,Used,20981
2013,Honda,Pilot EX-L w/ Navigation,Used,19552
2020,Land,Rover Range Rover Velar S,Used,48982
2019,Mazda,CX-9 Touring,Used,31399
2017,GMC,Sierra 1500 Denali,Used,40995
2014,Ford,F-150 XLT,Used,22998
2019,INFINITI,QX60 Luxe,Used,32000
2016,Dodge,Challenger SRT Hellcat,Used,61500
2019,Audi,Q5 2.0T Premium,Used,37430
2019,Chevrolet,Tahoe LT,Used,44000
2020,Ford,Explorer XLT,Used,38998
2012,Toyota,Camry SE,Used,13785
2021,Honda,Passport EX-L,Used,39997
2019,Cadillac,Escalade Luxury,Cadillac Certified,59514
2020,Lexus,NX 300 Base,Used,36599
2019,Jeep,Cherokee Limited,Jeep Certified,24989
2020,Chevrolet,Silverado 1500 RST,Used,52913
2020,Chevrolet,Traverse LS,Used,32488
2019,Lincoln,MKZ Reserve II,Used,35900
2019,Mazda,CX-9 Grand Touring,Used,29333
2018,BMW,X5 xDrive35i,Used,36995
2019,Jeep,Grand Cherokee Limited,Used,34999
2019,Kia,Sorento EX,Used,29300
2021,Tesla,Model Y Long Range,Used,69199
2020,Mercedes-Benz,S-Class S 560 4MATIC,Mercedes-Benz Certified,79771
2019,Jeep,Cherokee Limited,Used,30671
2019,Acura,MDX 3.5L w/Technology Package,Used,38452
2019,Nissan,Murano SL,Nissan Certified,29700
2020,Mercedes-Benz,GLE 350 Base 4MATIC,Used,45495
2019,Acura,RDX Base,Used,35995
2014,Hyundai,Elantra GT Base,Used,9009
2021,Audi,Q3 45 S line Premium,Used,41998
2020,Ford,Transit-250 Base,Used,64977
2017,Toyota,RAV4 XLE,Used,25999
2021,Jeep,Grand Cherokee Limited,Used,42495
2021,Mercedes-Benz,GLC 300 Base,Mercedes-Benz Certified,43983
2019,BMW,X7 xDrive40i,Used,68490
2014,Toyota,RAV4 Limited,Used,22500
2019,Mazda,CX-9 Grand Touring,Used,37940
2019,Ford,Transit-250 Base,Used,47998
2020,Acura,RDX Technology Package,Acura Certified,40998
2019,Land,Rover Discovery HSE,Used,49998
2018,BMW,328d Base,BMW Certified,33998
2021,Porsche,Macan Base,Porsche Certified,66995
2019,Kia,Optima EX,Used,24624
2015,Toyota,4Runner Limited,Used,38795
2016,Dodge,Durango R/T,Used,26998
2017,Jeep,Wrangler Unlimited Rubicon,Used,43990
2010,Toyota,Corolla S,Used,19999
2021,GMC,Sierra 1500 Denali,Used,64999
2019,BMW,330 i xDrive,Used,37889
2019,Toyota,RAV4 XLE,Toyota Certified,35390
2018,Mercedes-Benz,GLE 350 Base 4MATIC,Used,44387
2019,Mazda,CX-5 Grand Touring,Used,35989
2015,Ford,Taurus SHO,Used,21599
2018,Tesla,Model S 75D,Used,57443
2021,Honda,Accord Sport 1.5T,Used,35193
2014,Mercedes-Benz,E-Class E 350,Used,37000
2019,Lincoln,MKC Reserve,Used,31989
2018,GMC,Yukon XL Denali,Used,49991
2021,Honda,Pilot Special Edition,Used,40480
2019,BMW,330 i xDrive,BMW Certified,41997
2019,Chevrolet,Tahoe Premier,Used,59995
2020,Toyota,4Runner SR5,Used,45877
2019,BMW,X4 xDrive30i,Used,44990
2020,Toyota,RAV4 LE,Used,32933
2021,Mercedes-Benz,GLB 250 Base,Mercedes-Benz Certified,40491
2018,GMC,Sierra 1500 SLT,Used,45488
2014,Lexus,IS 250 Base,Used,23000
2020,Nissan,Murano SV,Used,32536
2018,Toyota,RAV4 LE,Used,27777
2016,BMW,X3 xDrive28i,Used,16995
2019,Subaru,Forester Sport,Used,34998
2019,Honda,CR-V EX,Used,29000
2021,Toyota,Camry LE,Used,28750
2021,Audi,Q5 45 Premium,Used,52308
2019,Lexus,RX 350 350,Used,44899
2019,Jeep,Grand Cherokee Limited,Used,34977
2017,Toyota,4Runner Limited,Used,41495
2016,Acura,MDX 3.5L,Used,23277
2020,Kia,Forte LXS,Used,21739
2020,Chevrolet,Suburban LT,Used,43772
2019,Volkswagen,Atlas 3.6L SE w/Technology,Used,33704
2020,Porsche,Macan S,Used,66989
2019,Hyundai,Santa Fe XL Limited Ultimate,Used,32882
2020,Buick,Encore Preferred,Used,23999
2012,Mercedes-Benz,CLS-Class CLS 63 AMG,Used,39999
2021,RAM,1500 Laramie,Used,48818
2019,Cadillac,XT5 Luxury,Cadillac Certified,35976
2020,BMW,750 i xDrive,Used,79404
2019,INFINITI,QX60 Luxe,Used,38998
2020,Subaru,Outback Limited XT,Used,37923
2021,Chevrolet,Traverse LT Cloth,Used,37599
2020,Ford,Explorer XLT,Used,38487
2017,Kia,Forte LX,Used,18590
2005,Toyota,Highlander Limited,Used,5099
2021,RAM,1500 Laramie,Used,53688
2012,Lexus,ES 350 Base,Used,19700
2020,Dodge,Challenger R/T,Used,37895
2021,BMW,X5 xDrive40i,BMW Certified,64949
2019,Audi,Q8 3.0T Premium,Used,63481
2019,Mercedes-Benz,E-Class E 300,Mercedes-Benz Certified,45884
2018,Tesla,Model S 100D,Used,71000
2018,BMW,X3 xDrive30i,Used,32993
2020,BMW,M4 Base,Used,77999
2019,BMW,440 i xDrive,Used,49625
2019,GMC,Acadia SLE-2,Used,32495
2021,Audi,Q3 45 S line Premium,Used,38992
2019,BMW,330 i,Used,35263
2019,Jeep,Grand Cherokee Limited,Used,28795
2018,BMW,X1 xDrive28i,Used,23500
2019,Audi,A5 2.0T Premium,Used,38500
2020,Acura,TLX FWD,Used,30995
2021,Toyota,Corolla Hatchback SE,Used,28986
2015,Audi,R8 5.2,Used,128550
2021,Hyundai,Palisade SEL,Used,45253
2016,BMW,340 i xDrive,Used,33800
2019,Nissan,Rogue Sport S,Used,24992
2019,Honda,Passport EX-L,Honda Certified,32829
2013,Audi,Q5 2.0T Premium Plus,Used,14990
2019,Honda,CR-V EX-L,Used,27718
2019,BMW,530 i xDrive,Used,39847
2019,Buick,Encore Preferred,Used,24898
2018,Toyota,RAV4 LE,Toyota Certified,26709
2017,Hyundai,Santa Fe SE Ultimate,Used,27690
2018,BMW,X3 M40i,Used,39989
2019,Subaru,Forester Premium,Used,29998
2019,Toyota,RAV4 LE,Toyota Certified,29704
2020,Ford,Explorer ST,Used,53952
2020,BMW,X3 sDrive30i,BMW Certified,37999
2019,Nissan,Pathfinder SL,Nissan Certified,26952
2019,Honda,Civic LX,Honda Certified,27598
2019,Ford,Escape Titanium,Ford Certified,29000
2020,INFINITI,QX60 Luxe,Used,37998
2018,BMW,328d xDrive,BMW Certified,39998
2019,Ford,F-150 Lariat,Used,39988
2020,Mercedes-Benz,GLB 250 Base 4MATIC,Used,48499
2016,Mitsubishi,Outlander Sport 2.0 ES,Used,11995
2021,RAM,1500 Laramie,RAM Certified,48573
2017,Ford,Fusion SE,Used,16548
2019,Kia,Sorento LX,Used,24590
2020,RAM,1500 Rebel,Used,44999
2018,Subaru,Forester 2.5i Premium,Used,19999
2016,GMC,Yukon Denali,Used,43999
2021,Audi,Q5 45 Premium,Used,49999
2018,GMC,Yukon XL Denali,Used,49996
2020,BMW,X5 xDrive40i,BMW Certified,54498
2021,Lexus,NX 300 F Sport,Used,49980
2018,Lexus,GX 460 Base,Used,44990
2019,Audi,Q5 2.0T Premium Plus,Used,42998
2018,Lexus,RX 350 350,Used,40504
2020,INFINITI,QX50 ESSENTIAL,INFINITI Certified,38997
2018,Lexus,NX 300 Base,Used,38500
2016,Toyota,4Runner SR5,Used,30997
2016,Toyota,4Runner Trail Premium,Used,36856
2021,BMW,X3 sDrive30i,Used,42480
2021,Mercedes-Benz,C-Class C 300,Mercedes-Benz Certified,42770
2019,GMC,Yukon Denali,Used,59998
2021,Subaru,Forester Premium,Subaru Certified,35907
2018,Chevrolet,Suburban LT,Used,37986
2018,Jeep,Grand Cherokee Limited,Used,33494
2018,Lexus,NX 300 Base,Used,36491
2018,Ford,Edge Titanium,Used,31284
2018,BMW,X2 xDrive28i,Used,32990
2020,Ford,F-150 Lariat,Used,52533
2021,Ford,Explorer XLT,Used,43255
2011,Honda,Fit Sport,Used,12750
2021,Toyota,Highlander XLE,Used,46790
2020,Volkswagen,Tiguan 2.0T SE,Volkswagen Certified,30240
2019,Kia,Optima SX Turbo,Used,28695
2020,GMC,Acadia SLT,Used,39400
2019,Honda,Pilot EX-L,Used,36500
2019,INFINITI,QX80 Luxe,Used,45750
2017,Jeep,Grand Cherokee Altitude,Used,28495
2020,RAM,1500 Big Horn,RAM Certified,40844
2019,Jeep,Grand Cherokee Altitude,Used,35960
2019,Lincoln,Nautilus Reserve,Used,40750
2019,Mercedes-Benz,A-Class A 220,Mercedes-Benz Certified,37519
2020,Nissan,Rogue SV,Used,25899
2017,Lexus,NX 200t Base,Used,36500
2018,Hyundai,Sonata SE,Used,19882
2018,Ford,F-150 Lariat,Used,39495
2021,RAM,1500 Laramie,Used,49987
2016,Toyota,4Runner Trail Premium,Used,33570
2019,Ford,Explorer XLT,Used,29000
2018,Ford,Expedition Max Limited,Used,33990
2020,Mercedes-Benz,GLC 300 Base 4MATIC,Used,46491
2020,Jeep,Cherokee Limited,Jeep Certified,30950
2021,Toyota,Tacoma SR5,Toyota Certified,35995
2020,Mercedes-Benz,GLE 350 Base 4MATIC,Used,49998
2018,Lexus,LC 500 Base,Used,74995
2020,Toyota,4Runner Limited,Used,45991
2011,Toyota,Tundra Grade,Used,19995
2018,Lexus,ES 350 Base,Used,34995
2013,Mercedes-Benz,SL-Class SL 550,Used,51552
2021,Mercedes-Benz,C-Class C 300 4MATIC,Used,40337
2021,BMW,330 i xDrive,Used,40998
2016,Porsche,Macan S,Used,44900
2019,Lexus,GX 460 Base,Used,52725
2021,Honda,Passport EX-L,Used,38574
2020,Lexus,ES 350 Base,Used,40495
2021,Hyundai,Sonata SEL Plus,Used,31691
2021,Toyota,Corolla LE,Used,21900
2019,Lexus,GX 460 Base,Used,48998
2018,Tesla,Model 3 Long Range,Used,48982
2019,Mazda,CX-5 Grand Touring,Used,32187
2018,BMW,440 Gran Coupe i xDrive,Used,32995
2019,Mercedes-Benz,GLS 450 Base 4MATIC,Mercedes-Benz Certified,60989
2020,Honda,Civic LX,Used,24247
2021,Honda,Civic Sport,Used,29000
2019,Honda,Pilot EX-L,Honda Certified,37800
2021,Lexus,IS 350 F Sport,Used,46750
2019,BMW,X7 xDrive40i,Used,63943
2018,Jeep,Grand Cherokee Limited,Used,34995
2019,Jeep,Grand Cherokee Limited,Used,35212
2019,Mazda,CX-5 Touring,Used,27495
2018,Porsche,Macan S,Used,52423
2019,Toyota,Highlander XLE,Used,38603
2019,Audi,RS 5 2.9T,Used,69995
2020,Mercedes-Benz,GLE 350 Base 4MATIC,Used,57892
2019,Toyota,RAV4 LE,Used,29900
2015,Lexus,GS 350 Base,Used,30974
2012,Toyota,Highlander SE,Used,12988
2019,Subaru,Outback 2.5i Limited,Subaru Certified,29998
2020,Toyota,RAV4 XLE,Toyota Certified,32491
2018,Dodge,Durango GT,Used,34998
2019,Chevrolet,Tahoe LT,Used,50848
2021,GMC,Sierra 1500 Denali,Used,66400
2017,Hyundai,Tucson Limited,Used,27765
2021,Toyota,4Runner SR5,Used,39819
2020,Hyundai,Elantra Limited,Used,24891
2021,Ford,F-150 XL,Ford Certified,46287
2015,Honda,Accord EX-L,Used,21991
2012,Chevrolet,Corvette Grand Sport,Used,42995
2020,Jeep,Compass Trailhawk,Used,27698
2020,Cadillac,XT4 Premium Luxury,Used,41998
2018,Jeep,Grand Cherokee Limited,Used,34991
2022,Chevrolet,Tahoe Z71,Used,77500
2019,Cadillac,XT4 Sport,Used,42888
2021,Toyota,Camry SE,Used,32462
2020,Mercedes-Benz,A-Class A 220,Used,35986
2015,BMW,335 i,Used,19791
2019,Audi,Q5 2.0T Premium Plus,Used,43975
2019,Honda,CR-V EX,Honda Certified,30195
2017,INFINITI,QX30 Premium,Used,24990
2020,Volkswagen,Tiguan 2.0T SE,Used,30800
2019,Dodge,Challenger SXT,Used,28491
2020,Ford,Explorer Platinum,Used,49962
2020,Kia,Sportage LX,Kia Certified,30922
2020,Hyundai,Tucson Value,Used,27500
2021,Volkswagen,Atlas 3.6 V6 SE w/ Technology R-Line,Used,45488
2015,Acura,MDX 3.5L Technology Package,Used,26990
2019,Subaru,Outback 2.5i Premium,Subaru Certified,31972
2020,Volkswagen,Tiguan 2.0T SE,Used,28977
2018,INFINITI,QX60 Base,Used,31998
2019,Mazda,CX-5 Grand Touring,Used,27000
2022,Tesla,Model 3 Performance,Used,72500
2019,Cadillac,XT5 Luxury,Used,33500
2019,Nissan,Sentra S,Nissan Certified,19201
2020,Toyota,Camry XSE,Used,34298
2019,Ford,F-150 XLT,Used,42452
2020,BMW,X5 xDrive40i,BMW Certified,54997
2015,Toyota,RAV4 Limited,Used,22000
2020,Chevrolet,Malibu LT,Used,21477
2020,RAM,1500 Laramie,RAM Certified,44807
2021,Porsche,Cayenne,Porsche Certified,86977
2019,Chevrolet,Equinox 1LT,Chevrolet Certified,22995
2019,Lincoln,Continental Select,Used,45995
2019,Chevrolet,Silverado 1500 LT,Used,37495
2019,Buick,Envision Essence,Used,26980
2020,RAM,1500 Laramie,Used,47000
2019,Honda,CR-V EX,Honda Certified,34990
2016,Lexus,GX 460 Luxury,Used,39712
2019,BMW,X3 xDrive30i,BMW Certified,42877
2019,Honda,CR-V EX,Used,31495
2022,Honda,Civic Sport,Used,33200
2020,Chevrolet,Spark 1LT,Used,16488
2020,Ford,F-150 Lariat,Used,71993
2021,Volkswagen,Jetta GLI 2.0T Autobahn,Used,36000
2020,Chevrolet,Silverado 1500 LT Trail Boss,Used,50449
2018,Ford,Escape SEL,Used,21549
2019,Chevrolet,Traverse LS,Used,31933
2016,Ford,Explorer Limited,Used,21485
2019,Lexus,RX 350 F Sport,Used,47880
2019,Cadillac,Escalade Luxury,Used,62000
2020,Land,Rover Range Rover Velar S,Used,47990
2021,Ford,F-150 Lariat,Used,68970
2021,Toyota,Camry XSE,Used,42998
2015,Jeep,Grand Cherokee Limited,Used,23998
2021,Mercedes-Benz,C-Class C 300 4MATIC,Used,41881
2021,Jeep,Grand Cherokee Limited,Used,43779
2021,Acura,RDX Technology Package,Acura Certified,43990
2020,Volkswagen,Tiguan 2.0T SEL Premium R-Line,Used,35000
2021,GMC,Terrain SLT,GMC Certified,35700
2020,Kia,Sportage LX,Used,24539
2016,Lamborghini,Huracan LP610-4,Used,199500
2019,Subaru,Crosstrek 2.0i Premium,Subaru Certified,27264
2018,Porsche,Macan S,Porsche Certified,52750
2021,Dodge,Durango R/T,Used,49890
2020,Jeep,Grand Cherokee Limited,Used,44475
2020,Jeep,Grand Cherokee Limited,Used,36778
2017,BMW,330 i xDrive,Used,24991
2019,Toyota,Tundra W/ NAVIGATION&PLATINUM,Used,49000
2020,Honda,CR-V EX-L,Honda Certified,34500
2020,Lexus,RX 350 Base,Used,43491
2019,BMW,X5 xDrive40i,BMW Certified,54888
2021,Subaru,Ascent Limited 7-Passenger,Subaru Certified,40965
2019,Toyota,Camry SE,Toyota Certified,27891
2017,Toyota,RAV4 LE,Used,19482
2013,Land,Rover Range Rover Sport HSE,Used,26998
2020,INFINITI,QX50 Luxe,Used,40990
2010,Lexus,RX 350 Base,Used,14952
2020,Mazda,CX-9 Grand Touring,Used,33093
2017,Cadillac,CT6 3.6L Luxury,Used,32610
2021,RAM,1500 Laramie,RAM Certified,53595
2018,GMC,Sierra 1500 SLT,Used,40500
2019,Ford,Edge ST,Used,39862
2019,Dodge,Durango R/T,Used,48760
2015,Volkswagen,Jetta 2.0L S w/Technology,Used,14587
2017,Mercedes-Benz,E-Class E 300 Sport,Used,32985
2015,Toyota,Highlander XLE,Used,20911
2020,Nissan,Murano S,Used,32967
2019,Ford,Edge SEL,Ford Certified,27000
2019,Audi,RS 5 2.9T,Used,75000
2020,Nissan,Rogue Sport S,Used,22563
2020,Jeep,Grand Cherokee High Altitude,Used,43484
2021,Toyota,4Runner TRD Off Road Premium,Used,45295
2019,GMC,Yukon Denali,Used,62500
2019,Toyota,Highlander XLE,Used,36831
2021,Toyota,RAV4 XLE Premium,Used,39011
2018,Lexus,GX 460 Base,Used,40391
2020,Land,Rover Range Rover Velar S,Used,51991
2017,Acura,MDX 3.5L w/Technology Package,Used,29983
2020,Ford,Explorer ST,Used,54949
2017,Toyota,Highlander Limited,Used,29995
2021,Kia,Telluride S,Used,44024
2019,Nissan,Rogue SL,Used,30199
2020,Subaru,Outback Limited,Used,34996
2020,BMW,X7 xDrive40i,Used,71753
2019,Honda,Odyssey EX-L,Used,38500
2019,INFINITI,QX60 Luxe,Used,36000
2018,Lexus,RX 350 F Sport,Used,45000
2020,Lexus,RX 350 F Sport Performance,Used,56000
2020,Ford,F-150 Lariat,Used,45607
2019,Jeep,Grand Cherokee Limited,Used,30995
2019,Audi,Q8 3.0T Prestige,Used,68165
2020,Ford,F-150 Lariat,Used,51490
2019,Chrysler,Pacifica Limited,Used,41998
2017,Ford,Explorer XLT,Used,25302
2021,Toyota,Camry SE,Used,28119
2020,Nissan,Pathfinder SL,Used,33999
2020,RAM,1500 Big Horn,Used,45988
2019,Honda,CR-V EX-L,Used,32345
2019,Toyota,Camry LE,Used,29988
2019,Toyota,Highlander LE,Used,32832
2019,Mazda,CX-5 Grand Touring,Used,31536
2016,Jeep,Wrangler Unlimited Sahara,Used,31995
2020,Mercedes-Benz,GLE 350 Base 4MATIC,Used,53992
2015,Buick,Regal Turbo Premium I,Used,18500
2020,Ford,F-150 Lariat,Used,39128
2019,Hyundai,Santa Fe SE 2.4,Used,24659
2021,Toyota,Tundra SR,Used,38792
2021,Dodge,Durango GT,Used,44500
2021,Chevrolet,Corvette Stingray w/2LT,Used,97000
2015,Lexus,RX 350 Base,Used,27987
2020,Mercedes-Benz,GLE 350 Base,Used,59998
2020,RAM,1500 Limited,Used,52484
2020,Lincoln,Corsair Standard,Used,38415
2015,Subaru,Forester 2.5i Premium,Used,20998
2017,Porsche,Macan S,Used,34673
2021,Toyota,Tacoma SR5,Toyota Certified,35995
2019,Nissan,Rogue SL,Used,30102
2019,Volvo,XC90 T6 Momentum,Volvo Certified,46998
2014,Mazda,CX-9 Grand Touring,Used,14995
2014,BMW,X3 xDrive28i,Used,18897
2020,GMC,Terrain SLE,GMC Certified,33999
2013,Lexus,ES 300h Base,Used,19999
2021,Subaru,Outback Touring XT,Used,39998
2020,Nissan,Rogue SV,Nissan Certified,26001
2019,Jeep,Grand Cherokee Limited,Used,39000
2021,Lexus,GX 460 Base,Used,56998
2015,BMW,328 i,Used,14999
2019,Subaru,Crosstrek 2.0i Premium,Used,25411
2020,GMC,Yukon XL SLT,GMC Certified,56988
2021,Jeep,Wrangler Unlimited Rubicon,Used,54995
2020,Kia,Telluride EX,Used,40200
2021,Toyota,Corolla LE,Toyota Certified,25922
2019,Jeep,Cherokee Latitude Plus,Used,24995
2020,Acura,TLX FWD,Used,28999
2019,Toyota,RAV4 XLE,Used,29000
2019,BMW,X7 xDrive50i,Used,70995
2019,Acura,RDX Base,Used,33299
2019,Ford,Edge Titanium,Ford Certified,34621
2019,Lexus,RX 350 350,Used,40500
2014,Nissan,Pathfinder SV,Used,13990
2020,BMW,X7 xDrive40i,BMW Certified,71425
2018,BMW,X5 xDrive35i,Used,38990
2019,Audi,Q7 45 Premium Plus,Used,43495
2019,BMW,X5 xDrive40i,Used,50394
2021,Dodge,Challenger R/T Scat Pack,Used,54558
2019,GMC,Acadia SLT-1,Used,37000
2019,Toyota,Highlander XLE,Used,39900
2019,BMW,530 i,BMW Certified,35771
2019,Lexus,RX 350 F Sport,Used,46998
2019,Mercedes-Benz,CLA 250 Base,Mercedes-Benz Certified,28990
2020,Jeep,Compass Trailhawk,Used,24989
2020,Tesla,Model 3 Standard Range Plus,Used,48963
2019,BMW,X1 sDrive28i,Used,29980
2019,Mercedes-Benz,C-Class C 300,Used,33599
2015,Hyundai,Genesis 3.8,Used,22983
2016,Chevrolet,Camaro 2SS,Used,37998
2018,Tesla,Model X 75D,Used,76498
2021,Toyota,Camry SE,Toyota Certified,31955
2019,Hyundai,Kona EV Limited,Used,31975
2018,Toyota,4Runner SR5,Used,31992
2012,Lexus,RX 350 Base,Used,20998
2020,Toyota,Tacoma TRD Off Road,Used,38459
2019,Toyota,4Runner TRD Pro,Used,37998
2015,Ford,Explorer XLT,Used,23988
2019,BMW,X7 xDrive50i,Used,81528
2014,GMC,Sierra 1500 SLT,Used,33490
2020,Toyota,Corolla SE,Used,26388
2019,Cadillac,XT5 Luxury,Cadillac Certified,37500
2009,Jeep,Grand Cherokee Limited,Used,9098
2021,Kia,Sorento SX,Used,41459
2020,Ford,Fusion SE,Used,22141
2019,INFINITI,Q50 3.0t Sport,Used,33000
2017,Kia,Sorento LX,Used,19991
2019,Toyota,Highlander XLE,Used,40667
2019,RAM,1500 Laramie,Used,37974
2017,Subaru,Impreza Limited,Used,17995
2017,RAM,1500 Laramie,Used,37000
2019,Mercedes-Benz,AMG GLE 43 4MATIC Coupe,Used,67999
2021,Mercedes-Benz,GLE 350 Base,Used,63995
2019,Mercedes-Benz,GLS 450 Base 4MATIC,Used,57995
2021,RAM,1500 Laramie,Used,49864
2019,Lexus,GX 460 Base,Used,46799
2017,Cadillac,XT5 Luxury,Used,30990
2018,Jeep,Grand Cherokee Limited,Used,33998
2017,Jeep,Grand Cherokee Overland,Used,31995
2019,Chevrolet,Trax LS,Used,21989
2019,INFINITI,QX50 ESSENTIAL,Used,33989
2020,Chevrolet,Traverse LT Cloth,Used,35995
2022,Hyundai,IONIQ 5 SE,Used,54999
2019,Ford,Fiesta SE,Used,16721
2021,Volkswagen,Atlas 3.6L SE w/Technology,Volkswagen Certified,42991
2017,Nissan,Maxima 3.5 Platinum,Used,27997
2019,INFINITI,QX60 Luxe,Used,38750
2021,Jeep,Grand Cherokee L Summit,Used,68990
2019,Nissan,Sentra SV,Used,21488
2018,Ford,Explorer Limited,Used,32493
2021,Lexus,RX 350 Base,Used,49700
2019,Acura,RDX A-Spec,Used,38991
2021,Audi,A6 55 Premium Plus,Used,57995
2015,Nissan,Altima 2.5 S,Used,18998
2017,BMW,X5 xDrive35i,Used,36000
2020,Toyota,Tacoma SR,Used,40998
2018,GMC,Sierra 2500 Denali,Used,65884
2019,Cadillac,XT5 Luxury,Used,34799
2020,Nissan,Murano SL,Used,35542
2020,Chevrolet,Tahoe LS,Used,45795
2019,Cadillac,XT5 Luxury,Used,36489
2019,Volkswagen,Atlas 3.6L SE w/Technology,Used,34649
2019,Cadillac,XT5 Luxury,Used,34932
2018,Ford,Explorer XLT,Used,23717
2014,Jeep,Wrangler Sport,Used,26498
2021,Hyundai,Sonata SE,Used,24891
2020,Chevrolet,Trax LS,Used,23282
2018,INFINITI,Q50 3.0t Sport,Used,31500
2018,Ford,Mustang EcoBoost Premium,Used,29991
2021,Toyota,Tacoma SR5,Used,34402
2021,Mitsubishi,Outlander Sport 2.0 SE,Used,18750
2019,Nissan,Sentra SV,Used,20740
2018,Audi,Q5 2.0T Tech Premium,Used,36998
2020,BMW,X3 xDrive30i,Used,40499
2020,Land,Rover Discovery Landmark Edition,Used,56999
2016,Mercedes-Benz,AMG GLE AMG GLE 63 S-Model 4MATIC,Used,39888
2019,Acura,RDX A-Spec,Acura Certified,39995
2016,Mercedes-Benz,S-Class S 550 4MATIC,Used,62998
2019,BMW,X3 xDrive30i,BMW Certified,40999
2015,Porsche,911 Carrera 4S,Used,89688
2013,BMW,X5 xDrive35i Premium,Used,13499
2019,Hyundai,Santa Fe SE 2.4,Used,23425
2019,BMW,X7 xDrive40i,Used,71990
2020,Lexus,ES 350 F Sport,Used,42998
2020,Honda,Accord Sport 1.5T,Used,26699
2019,Toyota,Highlander XLE,Used,38947
2019,Honda,CR-V LX,Used,28495
2019,Honda,CR-V EX-L,Honda Certified,31980
2019,Honda,CR-V Touring,Used,32500
2019,Toyota,Highlander SE,Toyota Certified,40988
2019,Jeep,Grand Cherokee Overland,Used,38382
2021,Dodge,Durango R/T,Used,49977
2019,Cadillac,XT5 Luxury,Used,36900
2021,Mercedes-Benz,GLB 250 Base 4MATIC,Used,46477
2015,Honda,Accord EX-L,Used,20073
2019,Mazda,CX-5 Touring,Used,29995
2018,Lexus,LC 500 Base,Used,77710
2019,Alfa,Romeo Stelvio Base,Alfa Romeo Certified,28995
2021,Bentley,Continental GT V8,Bentley Certified,268285
2019,BMW,X5 xDrive40i,BMW Certified,49995
2019,Lexus,RX 350 F Sport,Used,45998
2015,Mercedes-Benz,S-Class S 550,Used,45313
2019,Toyota,Corolla LE,Used,22998
2017,Mercedes-Benz,C-Class C 300,Used,27495
2019,Honda,CR-V LX,Honda Certified,29697
2019,Mercedes-Benz,AMG E 53 Base 4MATIC,Mercedes-Benz Certified,67991
2018,Nissan,Rogue SV,Used,21500
2016,Mazda,MX-5 Miata Club,Used,28977
2021,Honda,Accord Sport 2.0T,Honda Certified,36499
2020,Ford,Explorer Limited,Used,42719
2008,Nissan,Rogue SL,Used,5099
2019,INFINITI,QX60 Luxe,Used,38998
2018,Toyota,RAV4 LE,Used,29573
2016,Chrysler,200 S,Used,22998
2020,Honda,Pilot EX-L,Used,41488
2019,Cadillac,XT4 Sport,Used,34990
2019,BMW,X5 xDrive40i,BMW Certified,56487
2020,Hyundai,Santa Fe Limited 2.0T,Used,34788
2020,Tesla,Model Y Long Range,Used,64990
2015,Honda,Accord EX-L,Used,21949
2020,BMW,X3 sDrive30i,Used,42000
2019,Cadillac,XT5 Luxury,Used,32900
2021,Nissan,Altima 2.5 SR,Used,26998
2021,Toyota,Highlander XLE,Used,46736
2021,Buick,Enclave Essence,Used,39994
2020,Hyundai,Elantra SEL,Used,19628
2019,Audi,Q5 2.0T Premium Plus,Used,40498
2020,Acura,MDX 3.5L w/Technology Package,Acura Certified,44665
2019,Jeep,Grand Cherokee Limited,Used,29900
2018,Ford,F-150 XLT,Used,38749
2020,Lincoln,Aviator Reserve AWD,Used,56962
2019,Honda,Odyssey EX-L,Used,36497
2019,Mercedes-Benz,GLS 450 Base 4MATIC,Used,42324
2018,BMW,330 i xDrive,Used,29500
2018,Subaru,Outback 2.5i Limited,Used,27293
2021,RAM,1500 Laramie,Used,62998
2019,Honda,Pilot EX-L,Used,35000
2019,RAM,1500 Laramie,Used,51495
2019,Ford,Edge Titanium,Used,33000
2020,Ford,Transit-250 Base,Used,52575
